Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating,,,,,,,,,,,,,,,
HYRE,Hyrecar Inc,INTERNET,Internet-Content,133,NASDAQ,3.4,-5,-0.18,155,-35.6,2,2,C-,E,C+,7,,,,,,,,,,,,,,,
IAC,I A C/Interactivecorp,INTERNET,Internet-Content,133,NASDAQ,133.56,-1.4,-1.9,299,-24.9,32,33,C-,B,B-,58,,,,,,,,,,,,,,,
ICLK,Iclick Interactive Asia,INTERNET,Internet-Content,133,NASDAQ,3.35,-5.9,-0.21,86,-58.7,17,6,C-,C,D+,19,,,,,,,,,,,,,,,
IDEX,Ideanomics Inc,INTERNET,Internet-Content,133,NASDAQ,1.03,-7.4,-0.08,5428,-32.4,14,6,C-,D,D,12,,,,,,,,,,,,,,,
IPDN,Prof Diversity Network,INTERNET,Internet-Content,133,NASDAQ,1.02,-5.6,-0.06,158,16.9,50,18,C-,E,B,33,,,,,,,,,,,,,,,
IZEA,Izea Worldwide Inc,INTERNET,Internet-Content,133,NASDAQ,1.13,-5.8,-0.07,156,-76.2,44,6,C-,D,D,24,,,,,,,,,,,,,,,
KIND,Nextdoor Holdings Cl A,INTERNET,Internet-Content,133,NYSE,5.5,-3.3,-0.19,1534,-9.6,28,10,C-,-,B-,20,,,,,,,,,,,,,,,
KRKR,36Kr Holdings Cl A Ads,INTERNET,Internet-Content,133,NASDAQ,0.95,2.9,0.03,13,-81.9,11,5,C-,E,E,1,,,,,,,,,,,,,,,
LEJU,Leju Holdings Ltd Ads,INTERNET,Internet-Content,133,NYSE,0.69,-2.8,-0.02,3,-91.8,8,4,C-,C,E,5,,,,,,,,,,,,,,,
LIZI,Lizhi Inc Cl A Ads,INTERNET,Internet-Content,133,NASDAQ,1.35,-6.3,-0.09,304,-32.2,5,3,C-,-,D,4,,,,,,,,,,,,,,,
LKCO,Luokung Technology Corp,INTERNET,Internet-Content,133,NASDAQ,0.47,-1.6,-0.01,1532,-33.6,27,6,C-,D,E,13,,,,,,,,,,,,,,,
LOV,Spark Networks SE Ads,INTERNET,Internet-Content,133,AMEX,2.36,-5.6,-0.14,33,-84.3,4,16,C-,E,D+,7,,,,,,,,,,,,,,,
LTRPA,Liberty Tripadvisor Cl A,INTERNET,Internet-Content,133,NASDAQ,2.23,-2.2,-0.05,664,15.5,69,13,C-,D,C,35,,,,,,,,,,,,,,,
LTRPB,Liberty Tripadvisor Cl B,INTERNET,Internet-Content,133,NASDAQ,15.3,4.8,0.7,1,-31.1,69,7,C-,D,D,29,,,,,,,,,,,,,,,
LVO,LiveOne Inc,INTERNET,Internet-Content,133,NASDAQ,0.91,-9.4,-0.09,405,-53,20,2,C-,D,E,7,,,,,,,,,,,,,,,
LZ,Legalzoom.com Inc,INTERNET,Internet-Content,133,NASDAQ,15.96,-3.5,-0.58,693,-23.3,13,9,C-,-,E,8,,,,,,,,,,,,,,,
MARK,Remark Holding Inc,INTERNET,Internet-Content,133,NASDAQ,0.86,-3.5,-0.03,2278,-37.8,22,6,C-,-,C,6,,,,,,,,,,,,,,,
MOMO,Hello Group Inc Ads Cl A,INTERNET,Internet-Content,133,NASDAQ,9.63,-3.8,-0.38,1024,-47,59,19,C-,C,B,38,,,,,,,,,,,,,,,
MOXC,Moxian B V I Inc,INTERNET,Internet-Content,133,NASDAQ,2.21,10,0.2,132,-41.5,33,6,C-,A,C-,28,,,,,,,,,,,,,,,
MTCH,Match Group Inc,INTERNET,Internet-Content,133,NASDAQ,118.93,6.1,6.84,4621,151.1,28,20,C-,A,D,34,,,,,,,,,,,,,,,
OPRA,Opera Ltd Ads,INTERNET,Internet-Content,133,NASDAQ,6.94,-1.4,-0.1,200,74.9,98,24,C-,A,B-,71,,,,,,,,,,,,,,,
PINS,Pinterest Inc Cl A,INTERNET,Internet-Content,133,NYSE,27.04,-9.9,-2.98,15478,79.2,70,10,C-,A,E,44,,,,,,,,,,,,,,,
QTT,Qutoutiao Inc Cl A Ads,INTERNET,Internet-Content,133,NASDAQ,2.32,-9,-0.23,120,-51,7,1,C-,E,C-,1,,,,,,,,,,,,,,,
RENN,Renren Inc Ads,INTERNET,Internet-Content,133,NYSE,21.92,-0.9,-0.21,40,-74.4,69,99,C-,E,A,83,,,,,,,,,,,,,,,
ROVR,Rover Group Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,5.29,-12.9,-0.78,1561,155.7,14,10,C-,D,C-,19,,,,,,,,,,,,,,,
SDH,Global Internet of Ppl,INTERNET,Internet-Content,133,NASDAQ,1.5,2,0.03,4,-82.4,51,9,C-,B,B,32,,,,,,,,,,,,,,,
SE,Sea Limited Ads Cl A,INTERNET,Internet-Content,133,NYSE,147.28,-7.3,-11.67,5914,-4.3,21,10,C-,D,E,17,,,,,,,,,,,,,,,
SEMR,Semrush Holdings Cl A,INTERNET,Internet-Content,133,NYSE,17.29,-6.9,-1.28,233,-35.1,69,72,C-,D,D,61,,,,,,,,,,,,,,,
SFUN,Fang Hldgs Ltd Cl A Ads,INTERNET,Internet-Content,133,NYSE,3.92,6.5,0.24,0,-87,31,6,C-,E,D-,16,,,,,,,,,,,,,,,
SJ,Scienjoy Holding Cp Cl A,INTERNET,Internet-Content,133,NASDAQ,6.9,2.2,0.15,109,106.2,23,81,C-,C,B,56,,,,,,,,,,,,,,,
SLGG,Super League Gaming Inc,INTERNET,Internet-Content,133,NASDAQ,2.06,-4.9,-0.11,137,-64.2,45,13,C-,D,D-,25,,,,,,,,,,,,,,,
SNAP,Snap Inc Cl A,INTERNET,Internet-Content,133,NYSE,32.08,-4.7,-1.58,29263,63.1,69,12,C-,C,E,36,,,,,,,,,,,,,,,
SOPA,Society Pass Inc,INTERNET,Internet-Content,133,NASDAQ,4.09,-17.1,-0.84,604,-93.7,2,1,C-,D,D-,4,,,,,,,,,,,,,,,
TME,Tencent Music EntGrp ADS,INTERNET,Internet-Content,133,NYSE,5.93,-8,-0.52,14052,23,71,11,C-,B,D-,30,,,,,,,,,,,,,,,
TWTR,Twitter Inc,INTERNET,Internet-Content,133,NYSE,36.45,-4.4,-1.67,13853,-7.3,30,16,C-,C,E,23,,,,,,,,,,,,,,,
WB,Weibo Corp Cl A Ads,INTERNET,Internet-Content,133,NASDAQ,33.32,-4,-1.39,239,-81.2,93,19,C-,A,B-,63,,,,,,,,,,,,,,,
WEAV,Weave Communications Inc,INTERNET,Internet-Content,133,NYSE,9.3,-7.4,-0.75,67,-67.3,7,9,C-,D,E,11,,,,,,,,,,,,,,,
WIMI,Wimi HologramCld ClB Ads,INTERNET,Internet-Content,133,NASDAQ,2.76,-7.2,-0.22,1683,10.4,10,10,C-,C,C-,17,,,,,,,,,,,,,,,
YALA,Yalla Group Ltd Ads Cl A,INTERNET,Internet-Content,133,NYSE,6.11,-2.9,-0.18,365,-57,99,12,C-,A,C-,58,,,,,,,,,,,,,,,
YELP,Yelp Inc,INTERNET,Internet-Content,133,NYSE,34.42,-0.9,-0.3,326,-28.3,69,39,C-,D,C-,59,,,,,,,,,,,,,,,
YNDX,Yandex N V Class A,INTERNET,Internet-Content,133,NASDAQ,48.11,-0.8,-0.41,2630,10.3,24,17,C-,B,D-,28,,,,,,,,,,,,,,,
YY,Joyy Inc,INTERNET,Internet-Content,133,NASDAQ,48.47,-4.1,-2.06,159,-75.3,10,26,C-,B,C+,30,,,,,,,,,,,,,,,
Z,Zillow Group Inc Cl C,INTERNET,Internet-Content,133,NASDAQ,49,-4.7,-2.41,2604,-33,30,8,C-,C,C+,31,,,,,,,,,,,,,,,
ZCMD,Zhongchao Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,1.59,-1.2,-0.02,17,-69.9,72,35,C-,B,D+,54,,,,,,,,,,,,,,,
ZD,Ziff Davis Inc,INTERNET,Internet-Content,133,NASDAQ,105.3,0.3,0.34,487,105.9,89,39,C-,A,B,76,,,,,,,,,,,,,,,
ZG,Zillow Group Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,48.4,-4.7,-2.39,400,-47.4,30,7,C-,C,C,30,,,,,,,,,,,,,,,
ZH,Zhihu Inc Cl A Ads,INTERNET,Internet-Content,133,NYSE,3.99,-9,-0.4,835,-57.8,2,8,C-,D,C-,15,,,,,,,,,,,,,,,
ZIP,Ziprecruiter Inc Cl A,INTERNET,Internet-Content,133,NYSE,21.04,-3.7,-0.8,244,-56.5,16,31,C-,B,C-,36,,,,,,,,,,,,,,,
TRUE,Truecar Inc,INTERNET,Internet-Content,133,NASDAQ,3.43,-0.6,-0.02,298,-27.2,8,21,C-,E,B,21,,,,,,,,,,,,,,,
BLIN,Bridgeline Digital Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,2.01,-1.5,-0.03,23,-97.1,11,11,C-,E,C+,17,,,,,,,,,,,,,,,
CD,Chindata Group Hldg Cl A,INTERNET,Internet-Network Sltns,140,NASDAQ,4.8,-7.5,-0.39,987,-29.6,69,6,C-,C,C+,35,,,,,,,,,,,,,,,
CRDO,Credo Tech Grp Hldng,INTERNET,Internet-Network Sltns,140,NASDAQ,13.12,2.5,0.32,955,-52.8,13,1,C-,D,-,30,,,,,,,,,,,,,,,
CXDO,Crexendo Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,4.08,-5.5,-0.24,25,-46.6,85,19,C-,A,C+,62,,,,,,,,,,,,,,,
FFIV,F 5 Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,209.55,1.7,3.59,499,9.6,75,65,C-,A,D+,70,,,,,,,,,,,,,,,
GDS,Gds Hldgs Ltd Ads Cl A,INTERNET,Internet-Network Sltns,140,NASDAQ,43.73,-7.3,-3.42,836,-21.6,7,18,C-,C,C,22,,,,,,,,,,,,,,,
GEG,Great Elm Group Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,1.96,5.9,0.11,6,-72.7,31,25,C-,E,B,28,,,,,,,,,,,,,,,
INUV,Inuvo Inc,INTERNET,Internet-Network Sltns,140,AMEX,0.42,-4.8,-0.02,601,-24.9,31,9,C-,D,D-,18,,,,,,,,,,,,,,,
LLNW,Limelight Networks Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,4.04,-3,-0.13,986,-36.9,47,96,C-,E,A,73,,,,,,,,,,,,,,,
OBLG,Oblong Inc,INTERNET,Internet-Network Sltns,140,NASDAQ,0.74,-0.7,-0.01,27,-74.1,50,1,C-,E,C+,16,,,,,,,,,,,,,,,
RDCM,Radcom Ltd,INTERNET,Internet-Network Sltns,140,NASDAQ,11.49,-0.9,-0.11,16,-1.5,8,85,C-,D,C,44,,,,,,,,,,,,,,,
SMSI,Smith Micro Software,INTERNET,Internet-Network Sltns,140,NASDAQ,3.99,-3.2,-0.13,125,-57.3,8,19,C-,B,B-,30,,,,,,,,,,,,,,,
SWCH,Switch Inc Cl A,INTERNET,Internet-Network Sltns,140,NYSE,25.42,-0.7,-0.19,1052,-19.3,55,93,C-,C,B,82,,,,,,,,,,,,,,,
TCX,Tucows Inc Cl A,INTERNET,Internet-Network Sltns,140,NASDAQ,79.4,0.9,0.7,45,267.3,69,52,C-,D,C,57,,,,,,,,,,,,,,,
VNET,Vnet Group Inc Ads,INTERNET,Internet-Network Sltns,140,NASDAQ,9.16,-8.5,-0.86,1171,-42.9,30,7,C-,D,D+,19,,,,,,,,,,,,,,,
WEJO,Wejo Group Limited,INTERNET,Internet-Network Sltns,140,NASDAQ,4.23,-1.2,-0.05,326,-58.1,39,5,C-,-,E,11,,,,,,,,,,,,,,,
ACEL,Accel Entertainment Inc,LEISURE,Leisure-Gaming/Equip,116,NYSE,13.15,-0.2,-0.03,154,-18,71,88,C,B,B,90,,,,,,,,,,,,,,,
AGS,Playags Inc,LEISURE,Leisure-Gaming/Equip,116,NYSE,7.64,-4.4,-0.35,64,-52.7,51,72,C,D,B-,63,,,,,,,,,,,,,,,
BALY,Ballys Corporation,LEISURE,Leisure-Gaming/Equip,116,NYSE,36.01,-0.7,-0.25,231,-60.4,30,19,C,C,C-,33,,,,,,,,,,,,,,,
BYD,Boyd Gaming Corp,LEISURE,Leisure-Gaming/Equip,116,NYSE,60.13,-1.6,-0.99,519,-32.5,72,75,C,C,C-,78,,,,,,,,,,,,,,,
CDRO,Codere Online Luxmbrg SA,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,6.5,0.2,0.01,3,-91.8,8,15,C,-,E,13,,,,,,,,,,,,,,,
CHDN,Churchill Downs Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,208.25,-1.1,-2.26,55,-49.5,79,65,C,B,D+,81,,,,,,,,,,,,,,,
CNTY,Century Casinos Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,10.05,-2,-0.2,67,-29.8,71,30,C,D,C,53,,,,,,,,,,,,,,,
CPHC,Canterbury Park Holding,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,19.8,4.9,0.92,7,137,63,96,C,B,B,85,,,,,,,,,,,,,,,
CZR,Caesars Entertainment,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,77.45,-4.1,-3.35,2038,-1.6,58,29,C,D,C+,48,,,,,,,,,,,,,,,
DKNG,Draftkings Inc Cl A,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,21.79,-8,-1.9,23791,20.9,24,6,C,D,B-,23,,,,,,,,,,,,,,,
EBET,Esports Technologies Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,11.24,-1.6,-0.18,38,-45,4,4,C,E,E,1,,,,,,,,,,,,,,,
ELYS,Elys Game Technology Crp,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,2.96,-6.9,-0.22,210,-34.3,10,17,C,D,D,14,,,,,,,,,,,,,,,
FLL,Full House Resorts Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,8.18,-4.9,-0.42,224,-14.3,34,72,C,C,B-,63,,,,,,,,,,,,,,,
GAN,G A N Limited,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,6.72,-5.8,-0.41,380,-43.3,14,5,C,D,D-,15,,,,,,,,,,,,,,,
GDEN,Golden Entertainment Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,44.75,-2.5,-1.14,66,-37.7,69,96,C,D,B-,85,,,,,,,,,,,,,,,
GENI,Genius Sports Limited,LEISURE,Leisure-Gaming/Equip,116,NYSE,6.5,-6.7,-0.47,1004,-57.5,1,3,C,D,C-,10,,,,,,,,,,,,,,,
GNOG,Golden Nugget OnlGmgCl A,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,7.94,-7.7,-0.66,439,-20.9,23,11,C,-,D-,17,,,,,,,,,,,,,,,
IGT,Intl Game Technology Plc,LEISURE,Leisure-Gaming/Equip,116,NYSE,27.42,-0.8,-0.22,871,-31,53,96,C,D,C,73,,,,,,,,,,,,,,,
LVS,Las Vegas Sands Corp,LEISURE,Leisure-Gaming/Equip,116,NYSE,44.76,0.2,0.11,9006,11.6,35,55,C,D,A-,52,,,,,,,,,,,,,,,
MCRI,Monarch Casino & Resort,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,62.87,-0.9,-0.59,59,78.4,81,48,C,B,B,81,,,,,,,,,,,,,,,
MGM,M G M Resorts Intl,LEISURE,Leisure-Gaming/Equip,116,NYSE,43.68,-1.1,-0.49,2571,-43.9,61,87,C,D,B-,77,,,,,,,,,,,,,,,
MLCO,Melco Resorts & Ent Ads,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,10.46,-3.6,-0.4,1617,-48.1,40,25,C,D,B-,35,,,,,,,,,,,,,,,
MSC,Studio City Intl Hldgs,LEISURE,Leisure-Gaming/Equip,116,NYSE,5.65,-2.3,-0.14,0,-86.2,41,12,C,D,C-,29,,,,,,,,,,,,,,,
PENN,Penn Natl Gaming Inc,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,45.6,-3.5,-1.64,4219,23,34,13,C,C,D-,26,,,,,,,,,,,,,,,
RRR,Red Rock Resorts Cl A,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,44.35,-0.5,-0.21,681,-10.7,71,94,C,C,C,80,,,,,,,,,,,,,,,
RSI,Rush Str Interactv Cl A,LEISURE,Leisure-Gaming/Equip,116,NYSE,10.29,-5.3,-0.58,893,-19.3,53,18,C,-,D,31,,,,,,,,,,,,,,,
SBET,Sharplink Gaming Ltd,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,1.73,-4.7,-0.09,70,-85.8,5,3,C,E,D-,1,,,,,,,,,,,,,,,
SGHC,Super Group S G H C Ltd,LEISURE,Leisure-Gaming/Equip,116,NYSE,8.57,-1,-0.09,312,-69.4,4,25,C,-,E,17,,,,,,,,,,,,,,,
SGMS,Scientific Games,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,58.42,-2.4,-1.45,426,-21.3,58,55,C,-,B,55,,,,,,,,,,,,,,,
SKLZ,Skillz Inc Cl A,LEISURE,Leisure-Gaming/Equip,116,NYSE,4.14,-12.8,-0.61,21337,81.1,53,2,C,D,D+,24,,,,,,,,,,,,,,,
SRAD,Sportradar Grp A G Cl A,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,12.57,-7.8,-1.07,160,-59.3,52,12,C,C,D,41,,,,,,,,,,,,,,,
WYNN,Wynn Resorts Ltd,LEISURE,Leisure-Gaming/Equip,116,NASDAQ,86.37,-2.1,-1.82,2158,-24.5,50,31,C,D,C+,41,,,,,,,,,,,,,,,
CHH,Choice Hotels Intl Inc,LEISURE,Leisure-Lodging,22,NYSE,143.57,-0.7,-0.94,205,14.8,85,93,A,-,B+,94,,,,,,,,,,,,,,,
GHG,Greentree Hosp Grp Cl A,LEISURE,Leisure-Lodging,22,NYSE,5.2,-5.3,-0.29,85,-52,49,13,A,B,E,40,,,,,,,,,,,,,,,
H,Hyatt Hotels Corp Cl A,LEISURE,Leisure-Lodging,22,NYSE,92.96,0.1,0.06,524,-19.7,54,92,A,D,B,87,,,,,,,,,,,,,,,
HLT,Hilton Worldwide Hldgs,LEISURE,Leisure-Lodging,22,NYSE,145.11,-0.4,-0.62,2097,30.6,69,90,A,A,D,97,,,,,,,,,,,,,,,
HTHT,Huazhu Group Ads,LEISURE,Leisure-Lodging,22,NASDAQ,38.9,-1.3,-0.51,353,-72.4,57,25,A,D,B+,61,,,,,,,,,,,,,,,
IHG,Intercontinental Hotels,LEISURE,Leisure-Lodging,22,NYSE,67.43,-1,-0.69,149,4.4,64,60,A,-,B-,72,,,,,,,,,,,,,,,
MAR,Marriott International,LEISURE,Leisure-Lodging,22,NASDAQ,161.38,-1,-1.64,3125,98.4,74,88,A,C,E,94,,,,,,,,,,,,,,,
PLYA,Playa Hotels & Resorts,LEISURE,Leisure-Lodging,22,NASDAQ,7.75,-1.8,-0.15,644,-16.4,51,85,A,D,B+,85,,,,,,,,,,,,,,,
TH,Target Hospitality Corp,LEISURE,Leisure-Lodging,22,NASDAQ,3.12,-6.2,-0.21,62,-33.5,61,86,A,E,D-,71,,,,,,,,,,,,,,,
WH,Wyndham Hotels & Resorts,LEISURE,Leisure-Lodging,22,NYSE,84.7,-1,-0.85,409,-26.6,80,91,A,C,B+,98,,,,,,,,,,,,,,,
AMC,A M C Entmt Hldgs Cl A,LEISURE,Leisure-Movies & Related,186,NYSE,15.66,-7.4,-1.24,44363,-3.6,52,81,E,D,B-,53,,,,,,,,,,,,,,,
AVID,Avid Technology Inc,LEISURE,Leisure-Movies & Related,186,NASDAQ,30.18,-3.1,-0.97,214,-17.6,42,93,E,-,B-,65,,,,,,,,,,,,,,,
BTN,Ballantyne Strong Inc,LEISURE,Leisure-Movies & Related,186,AMEX,3.01,-2.6,-0.08,61,-3.3,60,35,E,E,B-,38,,,,,,,,,,,,,,,
CIDM,Cinedigm Corp,LEISURE,Leisure-Movies & Related,186,NASDAQ,0.83,-6.2,-0.05,2034,-26.9,60,9,E,-,D-,20,,,,,,,,,,,,,,,
CNK,Cinemark Holdings Inc,LEISURE,Leisure-Movies & Related,186,NYSE,15.28,-2.8,-0.44,2202,-2.1,38,25,E,D,D+,31,,,,,,,,,,,,,,,
CSSE,Chicken Soup Soul Ent,LEISURE,Leisure-Movies & Related,186,NASDAQ,10.02,-1.7,-0.17,61,-32.7,27,4,E,E,D+,11,,,,,,,,,,,,,,,
CURI,Curiositystream Inc Cl A,LEISURE,Leisure-Movies & Related,186,NASDAQ,4.1,-9.2,-0.42,296,-47.6,48,3,E,-,D,14,,,,,,,,,,,,,,,
DLPN,Dolphin Entertainment,LEISURE,Leisure-Movies & Related,186,NASDAQ,5.56,-1.6,-0.09,29,-68.5,23,19,E,D,C+,22,,,,,,,,,,,,,,,
ESGC,Eros Stx Global Cl A,LEISURE,Leisure-Movies & Related,186,NYSE,0.22,-4.6,-0.01,5535,-23.7,27,1,E,E,C-,2,,,,,,,,,,,,,,,
FUBO,Fubotv Inc,LEISURE,Leisure-Movies & Related,186,NYSE,10.37,-8.1,-0.91,8863,4.2,39,4,E,D,E,12,,,,,,,,,,,,,,,
GAIA,Gaia Inc Cl A,LEISURE,Leisure-Movies & Related,186,NASDAQ,7.42,-4.1,-0.32,16,-57.1,69,20,E,D,B+,44,,,,,,,,,,,,,,,
IMAX,Imax Corp,LEISURE,Leisure-Movies & Related,186,NYSE,17.69,-4.8,-0.89,302,-20.8,50,60,E,D,B,56,,,,,,,,,,,,,,,
IQ,Iqiyi Inc Cl A Ads,LEISURE,Leisure-Movies & Related,186,NASDAQ,4.16,-8.3,-0.38,8135,-4.6,17,4,E,E,C+,6,,,,,,,,,,,,,,,
LGFA,Lions Gate Entmt Cl A,LEISURE,Leisure-Movies & Related,186,NYSE,15.19,-5,-0.8,313,-34.7,21,90,E,C,C,51,,,,,,,,,,,,,,,
LGFB,Lions Gate Entmt Cl B,LEISURE,Leisure-Movies & Related,186,NYSE,14.06,-4.6,-0.68,403,-37.4,21,93,E,C,C,55,,,,,,,,,,,,,,,
MCS,Marcus Corp,LEISURE,Leisure-Movies & Related,186,NYSE,16.82,-2.9,-0.5,64,-51.3,56,48,E,D,B-,52,,,,,,,,,,,,,,,
MITQ,Moving image Technologis,LEISURE,Leisure-Movies & Related,186,AMEX,1.33,5.9,0.07,44,-75.6,13,1,E,-,D-,2,,,,,,,,,,,,,,,
NFLX,Netflix Inc,LEISURE,Leisure-Movies & Related,186,NASDAQ,428.56,-6.3,-28.58,12256,119.8,95,24,E,A,D+,59,,,,,,,,,,,,,,,
RDBX,Redbox Entertainment ClA,LEISURE,Leisure-Movies & Related,186,NASDAQ,2.74,-48.7,-2.6,5221,2268.3,4,8,E,-,E,3,,,,,,,,,,,,,,,
RDI,Reading Intl Cl A,LEISURE,Leisure-Movies & Related,186,NASDAQ,4.47,-1.1,-0.05,29,-38.4,53,29,E,D,C+,38,,,,,,,,,,,,,,,
RDIB,Reading Intl Cl B,LEISURE,Leisure-Movies & Related,186,NASDAQ,20.51,0,0,0,0,53,27,E,D,B+,40,,,,,,,,,,,,,,,
ROKU,Roku Inc Cl A,LEISURE,Leisure-Movies & Related,186,NASDAQ,156.84,-5.7,-9.42,2674,-49.8,69,7,E,C,E,33,,,,,,,,,,,,,,,
RSVR,Reservoir Media Inc,LEISURE,Leisure-Movies & Related,186,NASDAQ,6.54,-0.3,-0.02,35,-57.9,30,18,E,A,D,38,,,,,,,,,,,,,,,
AOUT,American Outdoor Brands,LEISURE,Leisure-Products,184,NASDAQ,17.32,1.6,0.27,109,-19,33,19,E,B,D,22,,,,,,,,,,,,,,,
BC,Brunswick Corp,LEISURE,Leisure-Products,184,NYSE,92.69,0.8,0.75,509,8.9,77,39,E,A,C+,69,,,,,,,,,,,,,,,
CLAR,Clarus Corporation,LEISURE,Leisure-Products,184,NASDAQ,23.34,2.1,0.49,234,68.8,97,65,E,A,C,74,,,,,,,,,,,,,,,
DOOO,Brp Inc,LEISURE,Leisure-Products,184,NASDAQ,82.44,-1.1,-0.95,108,41.5,50,55,E,-,D,39,,,,,,,,,,,,,,,
DTC,Solo Brands Inc Cl A,LEISURE,Leisure-Products,184,NYSE,10.92,-9.4,-1.13,605,13.7,30,16,E,B,E,34,,,,,,,,,,,,,,,
ELY,Callaway Golf Co,LEISURE,Leisure-Products,184,NYSE,24.03,-0.6,-0.14,894,-25.2,74,26,E,B,C-,48,,,,,,,,,,,,,,,
ESCA,Escalade Inc,LEISURE,Leisure-Products,184,NASDAQ,14.69,3,0.43,16,-19.5,51,17,E,B,D+,28,,,,,,,,,,,,,,,
FOXF,Fox Factory Holding Corp,LEISURE,Leisure-Products,184,NASDAQ,129.02,-3.7,-5.02,150,31,95,30,E,A,B-,71,,,,,,,,,,,,,,,
GOLF,Acushnet Holdings Corp,LEISURE,Leisure-Products,184,NYSE,46.4,-1.5,-0.7,197,19.5,79,52,E,B,D-,66,,,,,,,,,,,,,,,
HLBZ,Helbiz Inc Cl A,LEISURE,Leisure-Products,184,NASDAQ,3.86,26.1,0.8,20977,6208.8,6,1,E,E,D,3,,,,,,,,,,,,,,,
HOG,Harley Davidson Inc,LEISURE,Leisure-Products,184,NYSE,36.28,1,0.36,1083,-27.7,54,37,E,C,D+,45,,,,,,,,,,,,,,,
JOUT,Johnson Outdoors Cl A,LEISURE,Leisure-Products,184,NASDAQ,87.55,-1.4,-1.2,18,-18.6,80,21,E,B,D-,38,,,,,,,,,,,,,,,
KODK,Eastman Kodak Company,LEISURE,Leisure-Products,184,NYSE,3.99,-2.4,-0.1,932,-26.2,69,10,E,D,D,28,,,,,,,,,,,,,,,
MBUU,Malibu Boats Inc Cl A,LEISURE,Leisure-Products,184,NASDAQ,65.03,-4.7,-3.18,119,4.4,98,32,E,A,B-,70,,,,,,,,,,,,,,,
MCFT,Mastercraft Boat Hldgs,LEISURE,Leisure-Products,184,NASDAQ,26.25,0.4,0.11,114,35,85,48,E,A,D-,67,,,,,,,,,,,,,,,
MPX,Marine Products Corp,LEISURE,Leisure-Products,184,NYSE,12.58,1.5,0.19,20,-0.2,62,26,E,A,B-,44,,,,,,,,,,,,,,,
NIU,Niu Technologies ClA Ads,LEISURE,Leisure-Products,184,NASDAQ,13.65,-3.7,-0.53,327,-50.9,59,7,E,A,E,31,,,,,,,,,,,,,,,
NLS,Nautilus Inc,LEISURE,Leisure-Products,184,NYSE,4.86,-2.8,-0.14,536,-17.5,12,2,E,B,E,3,,,,,,,,,,,,,,,
PII,Polaris Inc,LEISURE,Leisure-Products,184,NYSE,114.73,-0.3,-0.29,463,-2.1,57,35,E,B,E,40,,,,,,,,,,,,,,,
VMAR,Vision Marine Technologs,LEISURE,Leisure-Products,184,NASDAQ,5.02,1.4,0.07,29,-52.7,5,15,E,D,B-,14,,,,,,,,,,,,,,,
VSTO,Vista Outdoor Inc,LEISURE,Leisure-Products,184,NYSE,39.65,0.9,0.37,1144,88.2,72,75,E,A,B-,80,,,,,,,,,,,,,,,
YETI,Yeti Holdings Inc,LEISURE,Leisure-Products,184,NYSE,66.73,-1.9,-1.28,958,20.3,82,21,E,A,E,49,,,,,,,,,,,,,,,
AESE,Allied Esports Ent Inc,LEISURE,Leisure-Services,36,NASDAQ,1.82,-1.6,-0.03,99,-81.7,46,37,A-,E,B,50,,,,,,,,,,,,,,,
BODY,Beachbody Company Inc,LEISURE,Leisure-Services,36,NYSE,1.89,0.3,0.01,1411,-5.5,22,1,A-,E,E,13,,,,,,,,,,,,,,,
BOWL,Bowlero Corp Cl A,LEISURE,Leisure-Services,36,NYSE,7.35,-3,-0.23,358,50.2,8,22,A-,-,D-,28,,,,,,,,,,,,,,,
BRDS,Bird Global Inc Cl A,LEISURE,Leisure-Services,36,NYSE,3.39,-7.1,-0.26,246,-59.2,8,4,A-,-,E,13,,,,,,,,,,,,,,,
